date,week,day,Brand,Sub_Category,Description,group,garmentId,new,hex1,hex2,hex3,hex4,hex5,sold
4/19/2021,29,1,Une Heures,top,Colorblock mock-neck,Knit Tops,330,Y,#000002,#c1b8b0,#cbc3bb,#b6aca5,#040506,
4/20/2021,29,2,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
4/20/2021,29,2,Agnes B,tee,Signature graphic,Knit Tops,301,N,#000103,#000100,#030305,#dddee3,#14171b,
4/21/2021,29,3,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
4/21/2021,29,3,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
4/21/2021,29,3,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
4/22/2021,29,4,Paloma Wool,jumpsuit,Front-zip corduroy,Rompers & Jumpsuits,201,N,#1c4349,#15343a,#285a60,#32676c,#6d6b67,
4/23/2021,29,5,Agolde,jeans,Wide-leg,Jeans,104,N,#e1ded8,#eeece5,#d2ceca,#c2bdb9,#aeaba7,
4/23/2021,29,5,,top,Embroidered boat neck,Knit Tops,333,N,#22243b,#292b47,#22212f,#e2dacf,#d2c9c1,
4/23/2021,29,5,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
4/24/2021,29,6,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
4/24/2021,29,6,The Reformation,sweatshirt,Tie-dyed half-zip,Sweaters & Sweatshirts,310,N,#d9dbe3,#eae9f0,#c8d0db,#e2e3ea,#bec0c8,
4/24/2021,29,6,Monogram,tee,Les Fraises graphic,Knit Tops,318,N,#f6f7f6,#e5e6e8,#9e5c5b,#68484a,#7a8374,
4/25/2021,29,7,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
4/25/2021,29,7,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
4/25/2021,29,7,,tee,Running of the bulls,Knit Tops,335,N,#eceaea,#d56254,#dcd5d8,#5a5a5e,#bf5549,
4/25/2021,29,7,J. Crew,jacket,Quilted,Jackets,406,N,#2b2810,#54453b,#21210d,#3b2318,#b9a881,
4/26/2021,30,1,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
4/26/2021,30,1,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
4/26/2021,30,1,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
4/26/2021,30,1,J. Crew,jacket,Quilted,Jackets,406,N,#2b2810,#54453b,#21210d,#3b2318,#b9a881,
4/27/2021,30,2,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
4/27/2021,30,2,The Reformation,tee,Long-sleeved cathedral print mock-neck,Knit Tops,308,N,#5b6278,#828899,#454d62,#989ca9,#d8d7d8,
4/27/2021,30,2,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
4/28/2021,30,3,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
4/28/2021,30,3,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
4/28/2021,30,3,J. Crew,jacket,Quilted,Jackets,406,N,#2b2810,#54453b,#21210d,#3b2318,#b9a881,
4/29/2021,30,4,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
4/29/2021,30,4,Leset,top,Long-sleeved wrap,Knit Tops,307,Y,#172c1e,#102417,#0c1d0f,#010303,#333837,
4/30/2021,30,5,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
4/30/2021,30,5,Everlane,shirt,Cotton button-down,Woven Tops,325,Y,#eef1f2,#e4e7e8,#f9fafa,#efefef,#eaeaea,
4/30/2021,30,5,Closed,jacket,Leather motorcycle,Jackets,404,N,#050201,#3f2b21,#29170e,#503c30,#635043,
5/1/2021,30,6,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
5/1/2021,30,6,Agnes B,tee,Signature graphic,Knit Tops,301,N,#000103,#000100,#030305,#dddee3,#14171b,
5/1/2021,30,6,Stine Goya,sweater,Rainbow zig-zag,Sweaters & Sweatshirts,331,Y,#0a0808,#b86b2f,#213967,#dbc089,#e0b7aa,
5/2/2021,30,7,Paloma Wool,jumpsuit,Front-zip corduroy,Rompers & Jumpsuits,201,N,#1c4349,#15343a,#285a60,#32676c,#6d6b67,
5/3/2021,31,1,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
5/3/2021,31,1,Aritzia,vest,Ribbed sweater,Knit Tops,326,N,#393b44,#171925,#56575d,#727377,#908f92,
5/3/2021,31,1,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
5/3/2021,31,1,Closed,jacket,Leather motorcycle,Jackets,404,N,#050201,#3f2b21,#29170e,#503c30,#635043,
5/4/2021,31,2,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
5/4/2021,31,2,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
5/4/2021,31,2,Aritzia,tank,sweater bustier,Knit Tops,322,Y,#c3b2a5,#bba99b,#cdbeb1,#af9d8e,#998b80,
5/4/2021,31,2,J. Crew,jacket,Quilted,Jackets,406,N,#2b2810,#54453b,#21210d,#3b2318,#b9a881,
5/5/2021,31,3,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
5/5/2021,31,3,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
5/5/2021,31,3,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
5/5/2021,31,3,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
5/6/2021,31,4,Agolde,jeans,Wide-leg,Jeans,104,N,#e1ded8,#eeece5,#d2ceca,#c2bdb9,#aeaba7,
5/6/2021,31,4,Une Heures,top,Colorblock mock-neck,Knit Tops,330,Y,#000002,#c1b8b0,#cbc3bb,#b6aca5,#040506,
5/6/2021,31,4,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
5/7/2021,31,5,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
5/7/2021,31,5,Madewell,bodysuit,Velvet wrap,Bodysuits,316,N,#8f7971,#9a857d,#836c65,#ae9b95,#d3c8c4,
5/8/2021,31,6,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
5/8/2021,31,6,Topshop,tee,Matelasse mock-neck,Knit Tops,306,N,#0a1330,#161f3b,#030821,#010108,#232d49,
5/8/2021,31,6,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
5/8/2021,31,6,Closed,jacket,Leather motorcycle,Jackets,404,N,#050201,#3f2b21,#29170e,#503c30,#635043,
5/9/2021,31,7,Marimekko,jumpsuit,Striped overalls,Rompers & Jumpsuits,204,N,#6c7a95,#dee0e2,#c1c5cd,#99a1b1,#3d424c,
5/9/2021,31,7,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
5/9/2021,31,7,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
5/10/2021,32,1,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
5/10/2021,32,1,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
5/10/2021,32,1,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
5/11/2021,32,2,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
5/11/2021,32,2,The Reformation,tee,Long-sleeved cathedral print mock-neck,Knit Tops,308,N,#5b6278,#828899,#454d62,#989ca9,#d8d7d8,
5/11/2021,32,2,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
5/12/2021,32,3,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
5/12/2021,32,3,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
5/12/2021,32,3,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
5/13/2021,32,4,Agolde,jeans,Wide-leg,Jeans,104,N,#e1ded8,#eeece5,#d2ceca,#c2bdb9,#aeaba7,
5/13/2021,32,4,,shirt,Striped western-style,Woven Tops,319,N,#eff1f0,#8e9aae,#b4ba9a,#e3e5e5,#e3c494,
5/13/2021,32,4,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
5/13/2021,32,4,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
5/14/2021,32,5,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
5/14/2021,32,5,Topshop,tee,Matelasse mock-neck,Knit Tops,306,N,#0a1330,#161f3b,#030821,#010108,#232d49,
5/15/2021,32,6,Alex Mill,romper,Belted twill,Rompers & Jumpsuits,205,Y,#77592a,#6b4e21,#5e4117,#4b2f0d,#826334,
5/16/2021,32,7,Betsy Johnson,dress,Overall,Dresses,206,N,#06060b,#000002,#8e8783,#ebe7e2,#040406,
5/16/2021,32,7,The Reformation,tee,Tie dye mesh,Knit Tops,336,N,#89b3c8,#7698b0,#aec6cd,#617489,#342d44,
5/16/2021,32,7,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
5/17/2021,33,1,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
5/17/2021,33,1,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
5/17/2021,33,1,Aritzia,vest,Ribbed sweater,Knit Tops,326,N,#393b44,#171925,#56575d,#727377,#908f92,
5/18/2021,33,2,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
5/18/2021,33,2,Leset,top,Long-sleeved wrap,Knit Tops,307,Y,#172c1e,#102417,#0c1d0f,#010303,#333837,
5/19/2021,33,3,Agolde,jeans,Wide-leg,Jeans,104,N,#e1ded8,#eeece5,#d2ceca,#c2bdb9,#aeaba7,
5/19/2021,33,3,Everlane,shirt,Cotton button-down,Woven Tops,325,Y,#eef1f2,#e4e7e8,#f9fafa,#efefef,#eaeaea,
5/20/2021,33,4,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
5/20/2021,33,4,Une Heures,top,Colorblock mock-neck,Knit Tops,330,Y,#000002,#c1b8b0,#cbc3bb,#b6aca5,#040506,
5/20/2021,33,4,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
5/21/2021,33,5,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
5/21/2021,33,5,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
5/21/2021,33,5,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
5/22/2021,33,6,Agolde,shorts,Denim cutoff,Shorts & Skirts,110,Y,#010103,#050710,#13131e,#272932,#4e4c53,
5/22/2021,33,6,,vest,90s square neckline,Knit Tops,337,N,#9d9ba2,#8e8d94,#7d7b84,#adacb4,#605e65,
5/22/2021,33,6,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
5/23/2021,33,7,Lett,shorts,Ribbed bike,Shorts & Skirts,111,N,#000002,#020204,#000000,#010204,#030405,
5/23/2021,33,7,Everlane,shirt,Cotton button-down,Woven Tops,325,Y,#eef1f2,#e4e7e8,#f9fafa,#efefef,#eaeaea,
5/24/2021,34,1,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
5/24/2021,34,1,Aritzia,sweater,Boxy cardigan,Sweaters & Sweatshirts,321,Y,#c4b4a6,#b6a598,#d0c2b4,#9d8d80,#675b52,
5/24/2021,34,1,Aritzia,tank,sweater bustier,Knit Tops,322,Y,#c3b2a5,#bba99b,#cdbeb1,#af9d8e,#998b80,
5/25/2021,34,2,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
5/25/2021,34,2,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
5/25/2021,34,2,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
5/26/2021,34,3,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
5/26/2021,34,3,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
5/27/2021,34,4,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
5/27/2021,34,4,Topshop,tee,Matelasse mock-neck,Knit Tops,306,N,#0a1330,#161f3b,#030821,#010108,#232d49,
5/27/2021,34,4,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
5/28/2021,34,5,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
5/28/2021,34,5,Flat File,tee,Matisse graphic,Knit Tops,302,N,#f4f5f6,#e4e4e5,#465380,#bdc97f,#e1704f,
5/28/2021,34,5,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
5/29/2021,34,6,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
5/29/2021,34,6,The Reformation,sweatshirt,Tie-dyed half-zip,Sweaters & Sweatshirts,310,N,#d9dbe3,#eae9f0,#c8d0db,#e2e3ea,#bec0c8,
5/29/2021,34,6,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
5/30/2021,34,7,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
5/30/2021,34,7,Monogram,sweatshirt,Club sandwich graphic,Sweaters & Sweatshirts,313,N,#020404,#656155,#2a2a26,#9d9c85,#c0c5c8,
5/30/2021,34,7,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
5/31/2021,35,1,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
5/31/2021,35,1,Leset,top,Long-sleeved wrap,Knit Tops,307,Y,#172c1e,#102417,#0c1d0f,#010303,#333837,
5/31/2021,35,1,Aritzia,coat,Wool plaid,Coats,405,N,#311514,#221e27,#524b50,#947e76,#614845,
6/1/2021,35,2,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
6/1/2021,35,2,The Reformation,tee,Long-sleeved seamed turtleneck,Knit Tops,327,Y,#f0f1f0,#ebecec,#e6e6e6,#ccc1ba,#f5f7f6,
6/1/2021,35,2,,shawl,Houndstooth blanket,Jackets,403,N,#020201,#5e160a,#721c0f,#290603,#480f06,
6/2/2021,35,3,Agolde,shorts,Denim cutoff,Shorts & Skirts,110,Y,#010103,#050710,#13131e,#272932,#4e4c53,
6/2/2021,35,3,The Reformation,tee,Long-sleeved cathedral print mock-neck,Knit Tops,308,N,#5b6278,#828899,#454d62,#989ca9,#d8d7d8,
6/3/2021,35,4,Agolde,jeans,Wide-leg,Jeans,104,N,#e1ded8,#eeece5,#d2ceca,#c2bdb9,#aeaba7,
6/3/2021,35,4,,shirt,Striped western-style,Woven Tops,319,N,#eff1f0,#8e9aae,#b4ba9a,#e3e5e5,#e3c494,
6/4/2021,35,5,Alex Mill,romper,Belted twill,Rompers & Jumpsuits,205,Y,#77592a,#6b4e21,#5e4117,#4b2f0d,#826334,
6/4/2021,35,5,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
6/5/2021,35,6,Pixie Market,dress,Open-back midi,Dresses,207,Y,#000102,#030305,#040609,#06080b,#0a0d11,
6/6/2021,35,7,Agolde,shorts,Denim cutoff,Shorts & Skirts,110,Y,#010103,#050710,#13131e,#272932,#4e4c53,
6/6/2021,35,7,The Line By K,tee,Short sleeved wrap,Knit Tops,338,Y,#f9fafa,#eeeeee,#f4f4f4,#e0e0e0,#e5e5e5,
6/6/2021,35,7,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
6/7/2021,36,1,Lett,shorts,Ribbed bike,Shorts & Skirts,111,N,#000002,#020204,#000000,#010204,#030405,
6/7/2021,36,1,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
6/8/2021,36,2,Sleeper,shorts,Ruffled linen,Shorts & Skirts,112,Y,#000001,#000106,#02030d,#040714,#080d1c,
6/8/2021,36,2,Sleeper,shirt,Ruffled linen button-down,Woven Tops,339,Y,#00002c,#03040e,#070b17,#eceff2,#1d202b,
6/9/2021,36,3,Alex Mill,romper,Belted twill,Rompers & Jumpsuits,205,Y,#77592a,#6b4e21,#5e4117,#4b2f0d,#826334,
6/10/2021,36,4,Agolde,jeans,Wide-leg,Jeans,104,N,#e1ded8,#eeece5,#d2ceca,#c2bdb9,#aeaba7,
6/10/2021,36,4,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
6/10/2021,36,4,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
6/11/2021,36,5,Kapital,jumpsuit,Embroidered denim,Rompers & Jumpsuits,203,N,#5c7387,#3e5569,#81919f,#8a9e78,#883b30,
6/11/2021,36,5,Madewell,jacket,Houndstooth sweater,Jackets,401,N,#040202,#6f574c,#584237,#866d61,#36241d,
6/12/2021,36,6,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
6/12/2021,36,6,The Reformation,sweatshirt,Tie-dyed half-zip,Sweaters & Sweatshirts,310,N,#d9dbe3,#eae9f0,#c8d0db,#e2e3ea,#bec0c8,
6/12/2021,36,6,Scout,vest,Tailored,Woven Tops,340,Y,#4f4a4b,#686464,#807d7d,#302d30,#9b9794,
6/12/2021,36,6,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
6/13/2021,36,7,Lett,shorts,Ribbed bike,Shorts & Skirts,111,N,#000002,#020204,#000000,#010204,#030405,
6/13/2021,36,7,Flat File,tee,Matisse graphic,Knit Tops,302,N,#f4f5f6,#e4e4e5,#465380,#bdc97f,#e1704f,
6/14/2021,37,1,Agolde,jeans,Wide-leg,Jeans,104,N,#e1ded8,#eeece5,#d2ceca,#c2bdb9,#aeaba7,
6/14/2021,37,1,,shirt,Striped western-style,Woven Tops,319,N,#eff1f0,#8e9aae,#b4ba9a,#e3e5e5,#e3c494,
6/15/2021,37,2,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
6/15/2021,37,2,The Reformation,tee,Long-sleeved cathedral print mock-neck,Knit Tops,308,N,#5b6278,#828899,#454d62,#989ca9,#d8d7d8,
6/16/2021,37,3,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
6/16/2021,37,3,Aritzia,vest,Ribbed sweater,Knit Tops,326,N,#393b44,#171925,#56575d,#727377,#908f92,
6/16/2021,37,3,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
6/17/2021,37,4,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
6/17/2021,37,4,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
6/17/2021,37,4,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
6/17/2021,37,4,Baum und Pferdgarten,jacket,Woven shirt,Jackets,411,Y,#07102b,#03081f,#020206,#141f35,#252f44,
6/18/2021,37,5,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
6/18/2021,37,5,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
6/19/2021,37,6,Sleeper,shorts,Ruffled linen,Shorts & Skirts,112,Y,#000001,#000106,#02030d,#040714,#080d1c,
6/19/2021,37,6,Sleeper,shirt,Ruffled linen button-down,Woven Tops,339,Y,#00002c,#03040e,#070b17,#eceff2,#1d202b,
6/19/2021,37,6,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
6/20/2021,37,7,Agolde,shorts,Denim cutoff,Shorts & Skirts,110,Y,#010103,#050710,#13131e,#272932,#4e4c53,
6/20/2021,37,7,,vest,90s square neckline,Knit Tops,337,N,#9d9ba2,#8e8d94,#7d7b84,#adacb4,#605e65,
6/21/2021,38,1,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
6/21/2021,38,1,Everlane,shirt,Cotton button-down,Woven Tops,325,Y,#eef1f2,#e4e7e8,#f9fafa,#efefef,#eaeaea,
6/22/2021,38,2,Alex Mill,romper,Belted twill,Rompers & Jumpsuits,205,Y,#77592a,#6b4e21,#5e4117,#4b2f0d,#826334,
6/23/2021,38,3,Holiday The Label,pants,Chess print,Pants,109,Y,#cd8f56,#f1efe9,#b17543,#ddd8d1,#beb5ac,
6/23/2021,38,3,Topshop,tee,Matelasse mock-neck,Knit Tops,306,N,#0a1330,#161f3b,#030821,#010108,#232d49,
6/24/2021,38,4,The Reformation,jeans,Saddle,Jeans,106,Y,#121b2a,#526479,#374556,#6e7f94,#a4aeb9,
6/24/2021,38,4,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
6/24/2021,38,4,H & M,tank,Ribbed halter,Knit Tops,312,N,#e8e9e9,#dfe0df,#d1d1d1,#c1c0c1,#a7a7a5,
6/24/2021,38,4,J. Crew,coat,Trench,Coats,409,N,#b1a28c,#a19280,#6a5e4f,#877969,#372d23,
6/25/2021,38,5,Lett,shorts,Ribbed bike,Shorts & Skirts,111,N,#000002,#020204,#000000,#010204,#030405,
6/25/2021,38,5,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
6/26/2021,38,6,Alex Mill,romper,Belted twill,Rompers & Jumpsuits,205,Y,#77592a,#6b4e21,#5e4117,#4b2f0d,#826334,
6/26/2021,38,6,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
6/27/2021,38,7,Agolde,shorts,Denim cutoff,Shorts & Skirts,110,Y,#010103,#050710,#13131e,#272932,#4e4c53,
6/27/2021,38,7,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
6/28/2021,39,1,Sleeper,shorts,Ruffled linen,Shorts & Skirts,112,Y,#000001,#000106,#02030d,#040714,#080d1c,
6/28/2021,39,1,Sleeper,shirt,Ruffled linen button-down,Woven Tops,339,Y,#00002c,#03040e,#070b17,#eceff2,#1d202b,
6/29/2021,39,2,Lett,shorts,Ribbed bike,Shorts & Skirts,111,N,#000002,#020204,#000000,#010204,#030405,
6/29/2021,39,2,Loft,tee,Cardigan,Knit Tops,311,N,#56565a,#6e7075,#87888c,#323439,#a4a5a8,
6/30/2021,39,3,Agolde,shorts,Denim cutoff,Shorts & Skirts,110,Y,#010103,#050710,#13131e,#272932,#4e4c53,
6/30/2021,39,3,,shirt,Striped western-style,Woven Tops,319,N,#eff1f0,#8e9aae,#b4ba9a,#e3e5e5,#e3c494,
7/1/2021,39,4,Madewell,jeans,Wide-leg button-fly,Jeans,102,N,#778ca1,#657a91,#50657c,#8d9eb0,#37485e,
7/1/2021,39,4,Lisa Says Gah,dress,Cow-print midi,Dresses,202,Y,#965d34,#cbbfb3,#7e4720,#aea198,#51220a,
7/1/2021,39,4,,top,Embroidered boat neck,Knit Tops,333,N,#22243b,#292b47,#22212f,#e2dacf,#d2c9c1,
7/2/2021,39,5,Madewell,jeans,Straight-leg,Jeans,101,N,#526378,#3a4c65,#233044,#7d8a98,#b2b6b8,Y
7/2/2021,39,5,,shirt,Striped,Woven Tops,305,N,#c33a2b,#a79380,#a03228,#631e12,#94766a,
7/3/2021,39,6,Madewell,jeans,High-waisted wide-leg,Jeans,105,Y,#000003,#05060d,#0c0e16,#161a22,#30323b,
7/3/2021,39,6,,tee,O.K.,Knit Tops,341,Y,#706a58,#d9dbdf,#423e32,#b2afb1,#a93526,
7/3/2021,39,6,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
7/4/2021,39,7,Alex Mill,romper,Belted twill,Rompers & Jumpsuits,205,Y,#77592a,#6b4e21,#5e4117,#4b2f0d,#826334,
7/4/2021,39,7,J. Crew,jacket,Denim,Jackets,402,N,#717f8f,#86929f,#5f6e7e,#3f4e5e,#a2adb5,
7/5/2021,40,1,Lett,shorts,Ribbed bike,Shorts & Skirts,111,N,#000002,#020204,#000000,#010204,#030405,
7/5/2021,40,1,Flat File,tee,Matisse graphic,Knit Tops,302,N,#f4f5f6,#e4e4e5,#465380,#bdc97f,#e1704f,
